"Creative name","Dimensions (width x height)","Third-party tag","Landing page URL","Expanding direction","Expands on hover (""Yes"" or ""No"")","Requires HTML5 (""Yes"" or ""No"")","Requires MRAID (""Yes"" or ""No"")","Requires ping for attribution (""Yes"" or ""No"")","Integration code (Optional)","Notes (Optional)"
"amresorts-eu_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/zoetry/adstory/eu/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130203"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130203.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-eu_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/alua/adstory/eu/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130205"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130205.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-eu_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/dreams/adstory/eu/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130207"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130207.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-eu_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/secrets/adstory/eu/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130209"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130209.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/zoetry/adstory/es/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130211"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130211.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/alua/adstory/es/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130213"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130213.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/dreams/adstory/es/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130215"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130215.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/secrets/adstory/es/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130217"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130217.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/zoetry/adstory/en/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130219"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130219.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/alua/adstory/en/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130221"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130221.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/dreams/adstory/en/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130223"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130223.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-gb_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/secrets/adstory/en/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130225"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130225.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-de_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/zoetry/adstory/de/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130227"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130227.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend","","No","Yes","No","No","",""
"amresorts-de_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/alua/adstory/de/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130229"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130229.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend","","No","Yes","No","No","",""
"amresorts-de_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/dreams/adstory/de/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130231"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130231.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend","","No","Yes","No","No","",""
"amresorts-de_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/secrets/adstory/de/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130233"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130233.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/de-de/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/alua/adstory/fr/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130235"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130235.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/dreams/adstory/fr/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130237"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130237.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-fr_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_STORY_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium_prs/secrets/adstory/fr/300x600/index.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril_Story&utm_content=300x600&tc_alt=130239"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130239.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/fr-fr/what-a-weekend","","No","Yes","No","No","",""
"amresorts-eu_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/zoetry/countdown/en/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130240"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130240.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-eu_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/zoetry/countdown/en/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130241"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130241.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-eu_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/alua/countdown/en/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130242"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130242.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-eu_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/alua/countdown/en/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130243"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130243.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-eu_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/dreams/countdown/en/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130244"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130244.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-eu_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/dreams/countdown/en/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130245"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130245.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-eu_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/secrets/countdown/en/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130246"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130246.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-eu_v1mp_AO-SECRETS_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/secrets/countdown/en/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-secrets&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130247"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130247.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/en-uk/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/zoetry/countdown/es/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130248"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130248.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ZOETRY_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/zoetry/countdown/es/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-zoetry&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130249"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130249.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/alua/countdown/es/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130250"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130250.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-ALUA_dis_prs-1_WAW_ABRIL_COUNTDOWN_300x600","300x600","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/alua/countdown/es/300x600.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-alua&utm_term=WAW_Abril_Countdown&utm_content=300x600&tc_alt=130251"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130251.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
"amresorts-es_v1mp_AO-DREAMS_dis_prs-1_WAW_ABRIL_COUNTDOWN_970x250","970x250","<iframe src=""https://ppj05.cdnwebcloud.com/AM_RESORTS/2024/04/waw/premium/dreams/countdown/es/970x250.html?n_o_ct=${CLICK}&link=https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend?utm_source=v1mp&utm_medium=dis-prs-1&utm_campaign=AO-dreams&utm_term=WAW_Abril_Countdown&utm_content=970x250&tc_alt=130252"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no"" marginheight=""0"" marginwidth=""0""></iframe><script type=""text/javascript"" src=""//bucket.cdnwebcloud.com/n_one_vway_amr-collection-es_np_130252.js?n_o_nu=not&n_o_ord=[CACHEBUSTER]""></script>","https://resorts.hyattinclusivecollection.com/es-es/what-a-weekend","","No","Yes","No","No","",""
